Code,organization_label (en),REF URL organization_label (en),RET DAT organization_label (en),description (en),alias (en),instance of (P31),REF URL instance of (P31),RET DAT instance of (P31),located at street address (P6375),REF URL located at street address (P6375),RET DAT located at street address (P6375),city (P131),REF URL city (P131),RET DAT city (P131),county (P131),REF URL county (P131),RET DAT county (P131),state (P131),REF URL state (P131),RET DAT state (P131),country (P17),REF URL country (P17),RET DAT country (P17),coordinate location (P625),REF URL coordinate location (P625),RET DAT coordinate location (P625),phone number (P1329),REF URL phone number (P1329),RET DAT phone number (P1329),email address (P968),REF URL email address (P968),RET DAT email address (P968),official website (P856),REF URL official website (P856),RET DAT official website (P856),inception (P571),REF URL inception (P571),RET DAT inception (P571),"dissolved, abolished or demolished (P576)","REF URL dissolved, abolished or demolished (P576)","RET DAT dissolved, abolished or demolished (P576)",parent organization (P749),REF URL parent organization (P749),RET DAT parent organization (P749),subsidiaries (P355),REF URL subsidiaries (P355),RET DAT subsidiaries (P355),PO Box (P2918),REF URL PO Box (P2918),RET DAT PO Box (P2918),Postal Code (P281),REF URL Postal Code (P281),RET DAT Postal Code (P281),Facebook ID (P2013),REF URL Facebook ID (P2013),RET DAT Facebook ID (P2013)," Source Notes"," Internal Notes",,
1127,The Train Depot,https://web.archive.org/web/20200905183253/http://newnancowetahistoricalsociety.com/visit/,2020-09-05,"rail museum in Newnan, Georgia, USA",,rail museum,https://web.archive.org/web/20200905183253/http://newnancowetahistoricalsociety.com/visit/,2020-09-05,"60 East Broad Street, Newnan, Georgia 30263",https://web.archive.org/web/20200905183253/http://newnancowetahistoricalsociety.com/visit/,2020-09-05,Newnan,https://web.archive.org/web/20200905183253/http://newnancowetahistoricalsociety.com/visit/,2020-09-05,Coweta County,https://web.archive.org/web/20200905183253/http://newnancowetahistoricalsociety.com/visit/,2020-09-05,Georgia,https://web.archive.org/web/20200905183253/http://newnancowetahistoricalsociety.com/visit/,2020-09-05,United States of America,https://web.archive.org/web/20200905183253/http://newnancowetahistoricalsociety.com/visit/,2020-09-05,"33.374506, -84.796694","https://www.google.com/maps/place/Historic+Train+Depot/@33.3745056,-84.7973483,18z/",2020-09-05,+1-770-251-0207,https://web.archive.org/web/20200905183253/http://newnancowetahistoricalsociety.com/visit/,2020-09-05,mailto:executivedirector@newnancowetahistoricalsociety.com,https://web.archive.org/web/20200905183253/http://newnancowetahistoricalsociety.com/visit/,2020-09-05,http://newnancowetahistoricalsociety.com/visit/,https://web.archive.org/web/20200905183253/http://newnancowetahistoricalsociety.com/visit/,2020-09-05,,,,"","","",,,,,,,,,,,,,,,,"","",,
1128,Plaza Arts Center,https://plazacenter.org/about/contact-us/,2020-09-05,"arts center in Eatonton, Georgia, USA",,arts center,https://plazacenter.org/about/contact-us/,2020-09-05,"305 N. Madison Avenue, Eatonton, GA 31024",https://plazacenter.org/about/contact-us/,2020-09-05,Eatonton,https://plazacenter.org/about/contact-us/,2020-09-05,Putnam County,https://web.archive.org/web/20200905185816/https://www.uscounties.com/zipcodes/search.pl?query=31024&stpos=0&stype=AND,2020-09-05,Georgia,https://plazacenter.org/about/contact-us/,2020-09-05,United States of America,https://plazacenter.org/about/contact-us/,2020-09-05,"33.328786, -83.392662","https://www.google.com/maps/place/The+Plaza+Arts+Center/@33.328793,-83.3932062,19z/",2020-09-05,+1-706-923-1655,https://plazacenter.org/about/contact-us/,2020-09-05,mailto:ops@theplazaartscenter.com,https://plazacenter.org/about/contact-us/,2020-09-05,https://plazacenter.org/,https://plazacenter.org/,2020-09-05,,,,"","","",,,,,,,,,,,,,,,,"","",,
1129,Georgia Museum of Surveying & Mapping,https://web.archive.org/web/20200905190255/http://www.heritagecenter.org/GAMOSAM.html,2020-09-05,"museum in Albany, Georgia, USA",GAMOSAM,museum,https://web.archive.org/web/20200905190255/http://www.heritagecenter.org/GAMOSAM.html,2020-09-05,"100 W Roosevelt Avenue, Albany, GA 31701",https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,Albany,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,Dougherty County,https://web.archive.org/web/20200905190640/https://www.uscounties.com/zipcodes/search.pl?query=31701&stpos=0&stype=AND,2020-09-05,Georgia,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,United States of America,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,"31.581817, -84.149815","https://www.google.com/maps/place/Thronateeska+Heritage+Center/@31.5818156,-84.1499917,20z/",2020-09-05,+1-229-432-6955,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,mailto:tdeariso@heritagecenter.org,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,http://www.heritagecenter.org/GAMOSAM.html,https://web.archive.org/web/20200905190255/http://www.heritagecenter.org/GAMOSAM.html,2020-09-05,,,,"","","",,,,,,,,,,,,,,,,"","",,
1130,Thronateeska Science Museum,https://web.archive.org/web/20200905190246/http://www.heritagecenter.org/science.html,2020-09-05,"science museum in Albany, Georgia, USA",,science museum,https://web.archive.org/web/20200905190246/http://www.heritagecenter.org/science.html,2020-09-05,"100 W Roosevelt Avenue, Albany, GA 31701",https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,Albany,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,Dougherty County,https://web.archive.org/web/20200905190640/https://www.uscounties.com/zipcodes/search.pl?query=31701&stpos=0&stype=AND,2020-09-05,Georgia,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,United States of America,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,"31.581817, -84.149815","https://www.google.com/maps/place/Thronateeska+Heritage+Center/@31.5818156,-84.1499917,20z/",2020-09-05,+1-229-432-6955,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,mailto:tdeariso@heritagecenter.org,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,http://www.heritagecenter.org/science.html,https://web.archive.org/web/20200905190246/http://www.heritagecenter.org/science.html,2020-09-05,,,,"","","",,,,,,,,,,,,,,,,"","",,
1131,Thronateeska History Museum,https://web.archive.org/web/20200905190250/http://www.heritagecenter.org/history.html,2020-09-05,"history museum in Albany, Georgia, USA",,history museum,https://web.archive.org/web/20191016175302/http://www.heritagecenter.org/history.html,2020-09-05,"100 W Roosevelt Avenue, Albany, GA 31701",https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,Albany,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,Dougherty County,https://web.archive.org/web/20200905190640/https://www.uscounties.com/zipcodes/search.pl?query=31701&stpos=0&stype=AND,2020-09-05,Georgia,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,United States of America,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,"31.581817, -84.149815","https://www.google.com/maps/place/Thronateeska+Heritage+Center/@31.5818156,-84.1499917,20z/",2020-09-05,+1-229-432-6955,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,mailto:tdeariso@heritagecenter.org,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,http://www.heritagecenter.org/history.html,https://web.archive.org/web/20191016175302/http://www.heritagecenter.org/history.html,2020-09-05,,,,"","","",,,,,,,,,,,,,,,,"","",,
1132,Wetherbee Planetarium,https://web.archive.org/web/20200725013833/http://www.heritagecenter.org/planetarium.html,2020-09-05,"planetarium in Albany, Georgia, USA",,planetarium,https://web.archive.org/web/20200725013833/http://www.heritagecenter.org/planetarium.html,2020-09-05,"100 W Roosevelt Avenue, Albany, GA 31701",https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,Albany,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,Dougherty County,https://web.archive.org/web/20200905190640/https://www.uscounties.com/zipcodes/search.pl?query=31701&stpos=0&stype=AND,2020-09-05,Georgia,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,United States of America,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,"31.581817, -84.149815","https://www.google.com/maps/place/Thronateeska+Heritage+Center/@31.5818156,-84.1499917,20z/",2020-09-05,+1-229-432-6955,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,mailto:tdeariso@heritagecenter.org,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,http://www.heritagecenter.org/planetarium.html,https://web.archive.org/web/20200725013833/http://www.heritagecenter.org/planetarium.html,2020-09-05,,,,"","","",,,,,,,,,,,,,,,,"","",,
1133,South Georgia Archives,https://web.archive.org/web/20200905190249/http://www.heritagecenter.org/archives.html,2020-09-05,"archives in Albany, Georgia, USA",,archives,https://web.archive.org/web/20200905190249/http://www.heritagecenter.org/archives.html,2020-09-05,"100 W Roosevelt Avenue, Albany, GA 31701",https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,Albany,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,Dougherty County,https://web.archive.org/web/20200905190640/https://www.uscounties.com/zipcodes/search.pl?query=31701&stpos=0&stype=AND,2020-09-05,Georgia,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,United States of America,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,"31.581817, -84.149815","https://www.google.com/maps/place/Thronateeska+Heritage+Center/@31.5818156,-84.1499917,20z/",2020-09-05,+1-229-432-6955,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,mailto:tdeariso@heritagecenter.org,https://web.archive.org/web/20200905190301/http://www.heritagecenter.org/contact.html,2020-09-05,http://www.heritagecenter.org/archives.html,https://web.archive.org/web/20200905190249/http://www.heritagecenter.org/archives.html,2020-09-05,,,,"","","",,,,,,,,,,,,,,,,"","",,
1134,Albany-Dougherty Historic Preservation Commission,https://web.archive.org/web/20200905192416/https://www.albanyga.gov/about-us/city-departments/planning-development/boards/historic-preservation-commission,2020-09-05,"historic preservation organization in Albany, Georgia, USA",Albany Historic Commission,historic preservation organization,https://web.archive.org/web/20200905192416/https://www.albanyga.gov/about-us/city-departments/planning-development/boards/historic-preservation-commission,2020-09-05,,,,Albany,https://web.archive.org/save/https://www.albanyga.gov/about-us/city-departments/planning-development/boards/historic-preservation-commission,2020-09-05,Dougherty County,https://web.archive.org/save/https://www.albanyga.gov/about-us/city-departments/planning-development/boards/historic-preservation-commission,2020-09-05,Georgia,https://web.archive.org/save/https://www.albanyga.gov/about-us/city-departments/planning-development/boards/historic-preservation-commission,2020-09-05,United States of America,https://web.archive.org/save/https://www.albanyga.gov/about-us/city-departments/planning-development/boards/historic-preservation-commission,2020-09-05,"31.578108, -84.153258","https://www.google.com/maps/place/Albany+Historic+Commission/@31.5780888,-84.1534655,20z/",2020-09-05,+1-229-438-3901,https://web.archive.org/save/https://www.albanyga.gov/about-us/city-departments/planning-development/boards/historic-preservation-commission,2020-09-05,,,,,,,,,,"","","",,,,,,,,,,,,,,,,"","",,
1135,Legacy Museum on Main,https://web.archive.org/web/20200225010611/http://legacymuseumonmain.org/,2020-09-05,"history museum in LaGrange, Georgia, USA",,history museum,https://web.archive.org/web/20200225010611/http://legacymuseumonmain.org/,2020-09-05,"136 Main Street, LaGrange, GA 30241",https://web.archive.org/web/20200225010611/http://legacymuseumonmain.org/,2020-09-05,LaGrange,https://web.archive.org/web/20200225010611/http://legacymuseumonmain.org/,2020-09-05,Troup County,https://web.archive.org/web/20200905202130/https://www.uscounties.com/zipcodes/search.pl?query=30241&stpos=0&stype=AND,2020-09-05,Georgia,https://web.archive.org/web/20200225010611/http://legacymuseumonmain.org/,2020-09-05,United States of America,https://web.archive.org/web/20200225010611/http://legacymuseumonmain.org/,2020-09-05,"33.037532, -85.031330","https://www.google.com/maps/place/Legacy+Museum+On+Main/@33.0375344,-85.033518,17z/",2020-09-05,+1-706-884-1828,https://web.archive.org/web/20200225010611/http://legacymuseumonmain.org/,2020-09-05,mailto:info@trouparchives.org,https://web.archive.org/web/20200225010611/http://legacymuseumonmain.org/,2020-09-05,http://legacymuseumonmain.org/,https://web.archive.org/web/20200225010611/http://legacymuseumonmain.org/,2020-09-05,,,,"","","",,,,,,,,,,,,,,,,"","",,
1137,Trap Music Museum,https://web.archive.org/web/20200905204101/https://trapmusicmuseum.us/,2020-09-05,"music museum in Atlanta, Georgia, USA",,music museum,https://web.archive.org/web/20200905204101/https://trapmusicmuseum.us/,2020-09-05,"630 Travis Street NW, Atlanta, GA 30318",https://web.archive.org/web/20200905204100if_/https://trapmusicmuseum.me/,2020-09-05,Atlanta,https://web.archive.org/web/20200905204100if_/https://trapmusicmuseum.me/,2020-09-05,Fulton County,https://web.archive.org/web/20200905213949/https://www.uscounties.com/zipcodes/search.pl?query=30318&stpos=0&stype=AND,2020-09-05,Georgia,https://web.archive.org/web/20200905204100if_/https://trapmusicmuseum.me/,2020-09-05,United States of America,https://web.archive.org/web/20200905204100if_/https://trapmusicmuseum.me/,2020-09-05,"33.771795, -84.408673","https://www.google.com/maps/place/Trap+Music+Museum/@33.7717996,-84.4108615,17z/",2020-09-05,,,,mailto:info@trapmusicmuseum.us,https://web.archive.org/web/20200905204100if_/https://trapmusicmuseum.me/,2020-09-05,https://trapmusicmuseum.us/,https://web.archive.org/web/20200905204101/https://trapmusicmuseum.us/,2020-09-05,,,,"","","",,,,,,,,,,,,,,,,"","",,
1138,SCAD FASH Museum of Fashion + Film,https://web.archive.org/web/20200905214653/https://www.scadfash.org/,2020-09-06,"fashion museum in Atlanta, Georgia, USA",SCAD FASH,fashion museum,https://web.archive.org/web/20200905214653/https://www.scadfash.org/,2020-09-06,"1600 Peachtree Street NW, Atlanta, GA 30309",https://web.archive.org/web/20200622074559/https://www.scadfash.org/visit,2020-09-06,Atlanta,https://web.archive.org/web/20200622074559/https://www.scadfash.org/visit,2020-09-06,Fulton County,https://web.archive.org/web/20200905215602/https://www.uscounties.com/zipcodes/search.pl?query=30309&stpos=0&stype=AND,2020-09-05,Georgia,https://web.archive.org/web/20200622074559/https://www.scadfash.org/visit,2020-09-06,United States of America,https://web.archive.org/web/20200622074559/https://www.scadfash.org/visit,2020-09-05,"33.796631, -84.391256","https://www.google.com/maps/place/SCAD+FASH+Museum+of+Fashion+%2B+Film/@33.796638,-84.3934447,17z/",2020-09-05,+1-404-253-3132,https://web.archive.org/web/20200622074559/https://www.scadfash.org/visit,2020-09-05,mailto:scadfash@scad.edu,https://web.archive.org/web/20200622074559/https://www.scadfash.org/visit,2020-09-05,https://www.scadfash.org/,https://web.archive.org/web/20200905214653/https://www.scadfash.org/,2020-09-05,,,,"","","",,,,,,,,,,,,,,,,"","",,
961,Owens Library,https://web.archive.org/web/20200906173743/https://www.libs.uga.edu/locations/owens,2020-09-06,"academic library at Univeristy of Georgia, Athens, Georgia, USA",,academic library,https://web.archive.org/web/20200324164719/https://www.libs.uga.edu/locations/owens,2020-03-24,"121 Jackson Street Building, Athens, GA 30602",https://web.archive.org/web/20200324164708/https://ced.uga.edu/about/facilities/,2020-03-24,Athens,https://web.archive.org/web/20200324164719/https://www.libs.uga.edu/locations/owens,2020-03-24,Clarke County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-03-17,Georgia,https://web.archive.org/web/20200324164719/https://www.libs.uga.edu/locations/owens,2020-03-24,United States of America,https://web.archive.org/web/20200324164719/https://www.libs.uga.edu/locations/owens,2020-03-24,"33.955271, -83.372970","https://www.google.com/maps/place/Jackson+Street+Building,+Athens,+GA+30602/@33.95522,-83.3733562,19z",2020-03-24,+1-706-542-8292,https://web.archive.org/web/20200324164719/https://www.libs.uga.edu/locations/owens,2020-03-24,mailto:owenslib@uga.edu,https://web.archive.org/web/20200324164708/https://ced.uga.edu/about/facilities/,2020-03-24,https://www.libs.uga.edu/locations/owens,https://web.archive.org/web/20200324164719/https://www.libs.uga.edu/locations/owens,2020-03-24,,,,"","","",University of Georgia,https://web.archive.org/web/20200317202749/https://www.uga.edu/,2020-03-17,,,,,,,,,,,,,"","",,
646,Georgia Military College Augusta Campus Library,http://gmcga.libguides.com/augusta,2020-03-26,"academic library at Georgia Military College, Augusta, Georgia, USA",,academic library,https://web.archive.org/web/20200326151325/http://gmcga.libguides.com/augusta,2020-03-26,"115 Davis Road, Martinez, GA 30907",https://web.archive.org/web/20200326151325/http://gmcga.libguides.com/augusta,2020-03-26,Martinez,https://web.archive.org/web/20200326151325/http://gmcga.libguides.com/augusta,2020-03-26,Richmond County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-03-26,Georgia,https://web.archive.org/web/20200326151325/http://gmcga.libguides.com/augusta,2020-03-26,United States of America,https://web.archive.org/web/20200326151325/http://gmcga.libguides.com/augusta,2020-03-26,"33.510390, -82.085477","https://www.google.com/maps/place/Augusta+Campus/@33.510367,-82.0860216,19z",2020-03-26,+1-706-305-4859,https://web.archive.org/web/20200326151325/http://gmcga.libguides.com/augusta,2020-03-26,mailto:sbowman@gmc.edu,https://web.archive.org/web/20200326151325/http://gmcga.libguides.com/augusta,2020-03-26,http://gmcga.libguides.com/augusta,https://web.archive.org/web/20200326151325/http://gmcga.libguides.com/augusta,2020-03-26,,,,"","","",Georgia Military College,https://web.archive.org/web/20200326145454/https://www.gmc.edu/,2020-03-26,,,,,,,,,,,,,"","",,
1059,Georgia Military College Columbus Campus Library,http://gmcga.libguides.com/columbus,2020-03-26,"academic library at Georgia Military College, Columbus, Georgia, USA",,academic library,https://web.archive.org/web/20200326154343/http://gmcga.libguides.com/columbus,2020-03-26,"7300 Blackmon Road, Columbus, GA 31909",https://web.archive.org/web/20200326154343/http://gmcga.libguides.com/columbus,2020-03-26,Columbus,https://web.archive.org/web/20200326154343/http://gmcga.libguides.com/columbus,2020-03-26,Muscogee County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-03-26,Georgia,https://web.archive.org/web/20200326154343/http://gmcga.libguides.com/columbus,2020-03-26,United States of America,https://web.archive.org/web/20200326154343/http://gmcga.libguides.com/columbus,2020-03-26,"32.550070, -84.894472","https://www.google.com/maps/place/Georgia+Military+College+-+Columbus+Campus/@32.550055,-84.8950367,19z",2020-03-26,+1-706-478-2738,https://web.archive.org/web/20200326154343/http://gmcga.libguides.com/columbus,2020-03-26,mailto:jpooler@gmc.edu,https://web.archive.org/web/20200326154343/http://gmcga.libguides.com/columbus,2020-03-26,http://gmcga.libguides.com/columbus,https://web.archive.org/web/20200326154343/http://gmcga.libguides.com/columbus,2020-03-26,,,,"","","",Georgia Military College,https://web.archive.org/web/20200326145454/https://www.gmc.edu/,2020-03-26,,,,,,,,,,,,,"","",,
1122,Georgia Military College Fairburn Campus Library,http://gmcga.libguides.com/fairburn,2020-03-26,"academic library at Georgia Military College, Fairburn, Georgia, USA",,academic library,https://web.archive.org/web/20200326155400/http://gmcga.libguides.com/fairburn,2020-03-26,"320 West Broad Street, Suite 200, Fairburn, GA 30213",https://web.archive.org/web/20200326155400/http://gmcga.libguides.com/fairburn,2020-03-26,Fairburn,https://web.archive.org/web/20200326155400/http://gmcga.libguides.com/fairburn,2020-03-26,Fulton County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-03-26,Georgia,https://web.archive.org/web/20200326155400/http://gmcga.libguides.com/fairburn,2020-03-26,United States of America,https://web.archive.org/web/20200326155400/http://gmcga.libguides.com/fairburn,2020-03-26,"33.572017, -84.573148","https://www.google.com/maps/place/320+NW+Broad+St,+Fairburn,+GA+30213/@33.5719906,-84.573816,19z",2020-03-26,+1-678-379-1399,https://web.archive.org/web/20200326155400/http://gmcga.libguides.com/fairburn,2020-03-26,mailto:tgullatt@gmc.edu,https://web.archive.org/web/20200326155400/http://gmcga.libguides.com/fairburn,2020-03-26,http://gmcga.libguides.com/fairburn,https://web.archive.org/web/20200326155400/http://gmcga.libguides.com/fairburn,2020-03-26,,,,"","","",Georgia Military College,https://web.archive.org/web/20200326145454/https://www.gmc.edu/,2020-03-26,,,,,,,,,,,,,"","",,
1124,"Georgia Military College Fayetteville Campus Library ",http://gmcga.libguides.com/fayetteville,2020-03-26,"academic library at Georgia Military College, Fayetteville, Georgia, USA",,academic library,https://web.archive.org/web/20200326160545/http://gmcga.libguides.com/fayetteville,2020-03-26,"255 Veterans Parkway, Fayatteville, GA 30214",https://web.archive.org/web/20200326160545/http://gmcga.libguides.com/fayetteville,2020-03-26,Fayetteville,https://web.archive.org/web/20200326160545/http://gmcga.libguides.com/fayetteville,2020-03-26,Fayette County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-03-26,Georgia,https://web.archive.org/web/20200326160545/http://gmcga.libguides.com/fayetteville,2020-03-26,United States of America,https://web.archive.org/web/20200326160545/http://gmcga.libguides.com/fayetteville,2020-03-26,"33.456658, -84.511660","https://www.google.com/maps/place/Georgia+Military+College/@33.4566438,-84.5118125,21z",2020-03-26,+1-678-846-9631,https://web.archive.org/web/20200326160545/http://gmcga.libguides.com/fayetteville,2020-03-26,mailto:sprosser@gmc.edu,https://web.archive.org/web/20200326160545/http://gmcga.libguides.com/fayetteville,2020-03-26,http://gmcga.libguides.com/fayetteville,https://web.archive.org/web/20200326160545/http://gmcga.libguides.com/fayetteville,2020-03-26,,,,"","","",Georgia Military College,https://web.archive.org/web/20200326145454/https://www.gmc.edu/,2020-03-26,,,,,,,,,,,,,"","",,
1136,"Georgia Military College Valdosta Campus Library ",http://gmcga.libguides.com/valdosta,2020-03-26,"academic library at Georgia Military College, Valdosta, Georgia, USA",,academic library,https://web.archive.org/web/20200326162459/http://gmcga.libguides.com/valdosta,2020-03-26,"4201 North Forrest Street, Valdosta, GA 31605",https://web.archive.org/web/20200326162459/http://gmcga.libguides.com/valdosta,2020-03-26,Valdosta,https://web.archive.org/web/20200326162459/http://gmcga.libguides.com/valdosta,2020-03-26,Lowndes County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-03-26,Georgia,https://web.archive.org/web/20200326162459/http://gmcga.libguides.com/valdosta,2020-03-26,United States of America,https://web.archive.org/web/20200326162459/http://gmcga.libguides.com/valdosta,2020-03-26,"30.890435, -83.266995","https://www.google.com/maps/place/30%C2%B053'25.6%22N+83%C2%B016'01.2%22W/@30.890435,-83.2675422,19z",2020-03-26,+1-229-269-4819,https://web.archive.org/web/20200326162459/http://gmcga.libguides.com/valdosta,2020-03-26,mailto:aadams@gmc.edu,https://web.archive.org/web/20200326162459/http://gmcga.libguides.com/valdosta,2020-03-26,http://gmcga.libguides.com/valdosta,https://web.archive.org/web/20200326162459/http://gmcga.libguides.com/valdosta,2020-03-26,,,,"","","",Georgia Military College,https://web.archive.org/web/20200326145454/https://www.gmc.edu/,2020-03-26,,,,,,,,,,,,,"","",,
1160,Georgia Military College Warner Robins Campus Library,http://gmcga.libguides.com/warnerrobins,2020-03-26,"academic library at Georgia Military College, Warner Robins, Georgia, USA",,academic library,https://web.archive.org/web/20200326163705/http://gmcga.libguides.com/warnerrobins,2020-03-26,"801 Duke Avenue, Warner Robins, GA 31093",https://web.archive.org/web/20200326163705/http://gmcga.libguides.com/warnerrobins,2020-03-26,Warner Robins,https://web.archive.org/web/20200326163705/http://gmcga.libguides.com/warnerrobins,2020-03-26,Houston County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-03-26,Georgia,https://web.archive.org/web/20200326163705/http://gmcga.libguides.com/warnerrobins,2020-03-26,United States of America,https://web.archive.org/web/20200326163705/http://gmcga.libguides.com/warnerrobins,2020-03-26,"32.625151, -83.610165","https://www.google.com/maps/place/Georgia+Military+College/@32.625144,-83.6106132,19z",2020-03-26,+1-478-225-4984,https://web.archive.org/web/20200326163705/http://gmcga.libguides.com/warnerrobins,2020-03-26,mailto:jqwatkins@gmc.edu,https://web.archive.org/web/20200326163705/http://gmcga.libguides.com/warnerrobins,2020-03-26,http://gmcga.libguides.com/warnerrobins,https://web.archive.org/web/20200326163705/http://gmcga.libguides.com/warnerrobins,2020-03-26,,,,"","","",Georgia Military College,https://web.archive.org/web/20200326145454/https://www.gmc.edu/,2020-03-26,,,,,,,,,,,,,"","",,
1643,Burnt Fort Chapel and Cemetery,https://web.archive.org/web/20200513161644/https://www.hrcga.org/church/burnt-fort-chapel/,2020-05-13,"heritage site in White Oak, Georgia, USA",,heritage site,https://web.archive.org/web/20200513161644/https://www.hrcga.org/church/burnt-fort-chapel/,2020-05-13,,,,White Oak,https://web.archive.org/web/20200513161644/https://www.hrcga.org/church/burnt-fort-chapel/,2020-05-13,Camden County,https://www.geocod.io/,2020-04-14,Georgia,https://web.archive.org/web/20200513161644/https://www.hrcga.org/church/burnt-fort-chapel/,2020-05-13,United States of America,https://web.archive.org/web/20200513161644/https://www.hrcga.org/church/burnt-fort-chapel/,2020-05-13,"30.947686, -81.884299","https://www.google.com/maps/place/Burnt+Fort+Cemetery,+White+Oak,+GA+31568/@30.9476832,-81.884455,46m",2020-05-13,,,,,,,https://www.hrcga.org/church/burnt-fort-chapel/,https://web.archive.org/web/20200513161644/https://www.hrcga.org/church/burnt-fort-chapel/,2020-05-13,1890s,https://web.archive.org/web/20200513161644/https://www.hrcga.org/church/burnt-fort-chapel/,2020-05-13,"","","",,,,,,,,,,,,,,,,"","",,
1644,Concord Covered Bridge,https://web.archive.org/web/20200514191751/https://concordcoveredbridge.org/the-covered-bridge/,2020-05-14,"heritage site in Smyrna, Georgia, USA",,heritage site,https://web.archive.org/web/20200514192941/https://concordcoveredbridge.org/the-covered-bridge/,2020-05-14,"254 Concord Road SW, Smyrna, GA 30082","https://www.google.com/maps/place/ONE+LANE+Concord+Covered+Bridge+over+Nickajack+Creek/@33.8491449,-84.5612486,17z",2020-05-14,Smyrna,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,Cobb County,https://www.geocod.io/,2020-04-14,Georgia,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,United States of America,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"33.849207, -84.559071","https://www.google.com/maps/place/ONE+LANE+Concord+Covered+Bridge+over+Nickajack+Creek/@33.8491449,-84.5612486,17z",2020-05-14,,,,,,,https://concordcoveredbridge.org/the-covered-bridge/,https://web.archive.org/web/20200514192941/https://concordcoveredbridge.org/the-covered-bridge/,2020-05-14,,,,"","","",,,,,,,,,,,,,,,,"","",,
