Code,organization_label (en),REF URL organization_label (en),RET DAT organization_label (en),description (en),alias (en),instance of (P31),REF URL instance of (P31),RET DAT instance of (P31),located at street address (P6375),REF URL located at street address (P6375),RET DAT located at street address (P6375),city (P131),REF URL city (P131),RET DAT city (P131),county (P131),REF URL county (P131),RET DAT county (P131),state (P131),REF URL state (P131),RET DAT state (P131),country (P17),REF URL country (P17),RET DAT country (P17),phone number (P1329),REF URL phone number (P1329),RET DAT phone number (P1329),email address (P968),REF URL email address (P968),RET DAT email address (P968),official website (P856),REF URL official website (P856),RET DAT official website (P856),inception (P571),REF URL inception (P571),RET DAT inception (P571),"dissolved, abolished or demolished (P576)","REF URL dissolved, abolished or demolished (P576)","RET DAT dissolved, abolished or demolished (P576)",parent organization (P749),REF URL parent organization (P749),RET DAT parent organization (P749),subsidiaries (P355),REF URL subsidiaries (P355),RET DAT subsidiaries (P355),PO Box (P2918),REF URL PO Box (P2918),RET DAT PO Box (P2918),Postal Code (P281),REF URL Postal Code (P281),RET DAT Postal Code (P281),Facebook ID (P2013),REF URL Facebook ID (P2013),RET DAT Facebook ID (P2013)," Source Notes"," Internal Notes",QC
0206,Ponce de Leon Branch,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Atlanta, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"980 Ponce de Leon Avenue NE, Atlanta, GA 30306",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Atlanta,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Fulton County,https://web.archive.org/web/20191106185250/http://afpls.org/ponce-branch6,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-404-885-7820,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,,,,http://afpls.org/ponce-branch6,https://web.archive.org/web/20191106185250/http://afpls.org/ponce-branch6,2019-11-06,,,,"","","",Atlanta-Fulton Public Library System,https://web.archive.org/web/20191022183759/http://afpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0207,Roswell Branch,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Roswell, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"115 Norcross Street, Roswell, GA 30075",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Roswell,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Fulton County,https://web.archive.org/web/20191106185346/http://afpls.org/roswell-branch6,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-770-640-3075,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,,,,http://afpls.org/roswell-branch6,https://web.archive.org/web/20191106185346/http://afpls.org/roswell-branch6,2019-11-06,,,,"","","",Atlanta-Fulton Public Library System,https://web.archive.org/web/20191022183759/http://afpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0208,Sandy Springs Branch,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Sandy Springs, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"395 Mount Vernon Highway, Atlanta, GA 30328",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Sandy Springs,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Fulton County,https://web.archive.org/web/20191106185543/http://afpls.org/sandy-springs-branch6,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-404-612-7000,https://web.archive.org/web/20191106185543/http://afpls.org/sandy-springs-branch6,2019-11-06,,,,http://afpls.org/sandy-springs-branch6,https://web.archive.org/web/20191106185543/http://afpls.org/sandy-springs-branch6,2019-11-06,,,,"","","",Atlanta-Fulton Public Library System,https://web.archive.org/web/20191022183759/http://afpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0209,Gladys S. Dennard Library at South Fulton,https://web.archive.org/web/20191030191154/http://www.afpls.org/south-fulton-branch6,2019-10-30,"public library in Union City, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"4055 Flat Shoals Road, Union City, GA 30291",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Union City,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Fulton County,https://web.archive.org/web/20191030191154/http://www.afpls.org/south-fulton-branch6,2019-10-30,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-404-613-3092,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,,,,http://afpls.org/south-fulton-branch6,https://web.archive.org/web/20191030191154/http://www.afpls.org/south-fulton-branch6,2019-10-30,,,,"","","",Atlanta-Fulton Public Library System,https://web.archive.org/web/20191022183759/http://afpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0210,Louise Watley Library at Southeast Atlanta,https://web.archive.org/web/20191030192256/http://www.afpls.org/locations/locations2/1876-louise-watley-library-at-southeast,2019-10-30,"public library in Atlanta, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"1463 Pryor Road, Atlanta, GA 30315",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Atlanta,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Fulton County,https://web.archive.org/web/20191030192256/http://www.afpls.org/locations/locations2/1876-louise-watley-library-at-southeast,2019-10-30,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-404-613-5771,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,,,,http://www.afpls.org/locations/locations2/1876-louise-watley-library-at-southeast,https://web.archive.org/web/20191030192256/http://www.afpls.org/locations/locations2/1876-louise-watley-library-at-southeast,2019-10-30,,,,"","","",Atlanta-Fulton Public Library System,https://web.archive.org/web/20191022183759/http://afpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0211,Cascade/Evelyn G. Lowery Branch,https://web.archive.org/web/20191030175411/http://www.afpls.org/southwest-branch6,2019-10-30,"public library in Atlanta, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"3665 Cascade Road SW, Atlanta, GA 30331",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Atlanta,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Fulton County,https://web.archive.org/web/20191030175411/http://www.afpls.org/southwest-branch6,2019-10-30,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-404-613-7000,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,,,,http://www.afpls.org/southwest-branch6,https://web.archive.org/web/20191030175411/http://www.afpls.org/southwest-branch6,2019-10-30,,,,"","","",Atlanta-Fulton Public Library System,https://web.archive.org/web/20191022183759/http://afpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0212,Washington Park/Annie L. McPheeters Branch,https://web.archive.org/web/20191106191511/http://afpls.org/washington-park-branch6,2019-11-06,"public library in Atlanta, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"1116 Martin Luther King Jr. Drive, Atlanta, GA 30314",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Atlanta,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Fulton County,https://web.archive.org/web/20191106191511/http://afpls.org/washington-park-branch6,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-404-612-0110,https://web.archive.org/web/20191106191511/http://afpls.org/washington-park-branch6,2019-11-06,,,,http://afpls.org/washington-park-branch6,https://web.archive.org/web/20191106191511/http://afpls.org/washington-park-branch6,2019-11-06,,,,"","","",Atlanta-Fulton Public Library System,https://web.archive.org/web/20191022183759/http://afpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0213,West End Branch,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Atlanta, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"525 Peeples Street SW, Atlanta, GA 30310",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Atlanta,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Fulton County,https://web.archive.org/web/20191106192506/http://afpls.org/west-end-branch6,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-404-613-8000,https://web.archive.org/web/20191106192506/http://afpls.org/west-end-branch6,2019-11-06,,,,http://afpls.org/west-end-branch6,https://web.archive.org/web/20191106192506/http://afpls.org/west-end-branch6,2019-11-06,,,,"","","",Atlanta-Fulton Public Library System,https://web.archive.org/web/20191022183759/http://afpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0214,Wolf Creek Branch,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Atlanta, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"3100 Enon Road SW, Atlanta, GA 30331",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Atlanta,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Fulton County,https://web.archive.org/web/20191106192738/http://afpls.org/wolf-creek-branch,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-404-613-4255,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,,,,http://afpls.org/wolf-creek-branch,https://web.archive.org/web/20191106192738/http://afpls.org/wolf-creek-branch,2019-11-06,,,,"","","",Atlanta-Fulton Public Library System,https://web.archive.org/web/20191022183759/http://afpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0215,Appleby Branch Library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Augusta, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"2260 Walton Way, Augusta, GA 30904",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Augusta,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Richmond County,https://web.archive.org/web/20191106193528/https://arcpls.org/locations/appleby-2/,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-706-736-6244,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,,,,https://arcpls.org/locations/appleby-2/,https://web.archive.org/web/20191106193528/https://arcpls.org/locations/appleby-2/,2019-11-06,,,,"","","",Augusta-Richmond County Library System,https://web.archive.org/web/20191022185527/https://arcpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-12 JL
0216,Augusta-Richmond County Public Library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Augusta, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"823 Telfair Street, Augusta, GA 30901",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Augusta,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Richmond County,https://web.archive.org/web/20191106194357/https://arcpls.org/locations/main-hq/,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-706-821-2600,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,,,,https://arcpls.org/locations/main-hq/,https://web.archive.org/web/20191106194357/https://arcpls.org/locations/main-hq/,2019-11-06,,,,"","","",Augusta-Richmond County Library System,https://web.archive.org/web/20191022185527/https://arcpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0217,Diamond Lakes Branch Library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Hephzibah, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"101 Diamond Lakes Way, Hephzibah, GA 30815",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Hephzibah,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Richmond County,https://web.archive.org/web/20191106194247/https://arcpls.org/locations/diamond-lakes/,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-706-772-2432,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,,,,https://arcpls.org/locations/diamond-lakes/,https://web.archive.org/web/20191106194247/https://arcpls.org/locations/diamond-lakes/,2019-11-06,,,,"","","",Augusta-Richmond County Library System,https://web.archive.org/web/20191022185527/https://arcpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0218,Friedman Branch Library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Augusta, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"1447 Jackson Road, Augusta, GA 30909",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Augusta,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Richmond County,https://web.archive.org/web/20191106195210/https://arcpls.org/locations/friedman-2/,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-706-736-6758,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,,,,https://arcpls.org/locations/friedman-2/,https://web.archive.org/web/20191106195210/https://arcpls.org/locations/friedman-2/,2019-11-06,,,,"","","",Augusta-Richmond County Library System,https://web.archive.org/web/20191022185527/https://arcpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0219,Jeff Maxwell Branch Library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Augusta, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"1927 Lumpkin Road, Augusta, GA 30906",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Augusta,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Richmond County,https://web.archive.org/web/20191106195400/https://arcpls.org/locations/maxwell-2/,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-706-793-2020,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,,,,https://arcpls.org/locations/maxwell-2/,https://web.archive.org/web/20191106195400/https://arcpls.org/locations/maxwell-2/,2019-11-06,,,,"","","",Augusta-Richmond County Library System,https://web.archive.org/web/20191022185527/https://arcpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0220,Wallace Branch Library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Augusta, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"1237 Laney Walker Boulevard, Augusta, GA 30901",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Augusta,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Richmond County,https://web.archive.org/web/20191106195502/https://arcpls.org/locations/wallace-2/,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-706-722-6275,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,,,,https://arcpls.org/locations/wallace-2/,https://web.archive.org/web/20191106195502/https://arcpls.org/locations/wallace-2/,2019-11-06,,,,"","","",Augusta-Richmond County Library System,https://web.archive.org/web/20191022185527/https://arcpls.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0221,Adairsville Public Library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Adairsville, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"202 North Main Street, Adairsville, GA 30103",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Adairsville,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Bartow County,https://web.archive.org/web/20191106200014/http://www.bartowlibraryonline.org/about-locations.php,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-770-769-9200,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,mailto:info@bartowlibrary.org,https://web.archive.org/web/20191106200014/http://www.bartowlibraryonline.org/about-locations.php,2019-11-06,http://www.bartowlibraryonline.org/about-locations.php,https://web.archive.org/web/20191106200014/http://www.bartowlibraryonline.org/about-locations.php,2019-11-06,,,,"","","",Bartow County Library System,https://web.archive.org/web/20191022185610/http://www.bartowlibraryonline.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0222,Cartersville Main Street Library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Cartersville, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"429 West Main Street, Cartersville, GA 30120",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Cartersville,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Bartow County,https://web.archive.org/web/20191106200014/http://www.bartowlibraryonline.org/about-locations.php,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-770-382-4203,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,mailto:info@bartowlibrary.org,https://web.archive.org/web/20191106200014/http://www.bartowlibraryonline.org/about-locations.php,2019-11-06,http://www.bartowlibraryonline.org/about-locations.php,https://web.archive.org/web/20191106200014/http://www.bartowlibraryonline.org/about-locations.php,2019-11-06,,,,"","","",Bartow County Library System,https://web.archive.org/web/20191022185610/http://www.bartowlibraryonline.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0223,Emmie Nelson Public Library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Euharlee, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"116 Covered Bridge Road, Euharlee, GA 30120",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Euharlee,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Bartow County,https://web.archive.org/web/20191106200014/http://www.bartowlibraryonline.org/about-locations.php,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-770-382-2057,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,mailto:info@bartowlibrary.org,https://web.archive.org/web/20191106200014/http://www.bartowlibraryonline.org/about-locations.php,2019-11-06,http://www.bartowlibraryonline.org/about-locations.php,https://web.archive.org/web/20191106200014/http://www.bartowlibraryonline.org/about-locations.php,2019-11-06,,,,"","","",Bartow County Library System,https://web.archive.org/web/20191022185610/http://www.bartowlibraryonline.org/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0224,Mary Willis Library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Washington, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"204 East Liberty Street, Washington, GA 30673",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Washington,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Wilkes County,https://web.archive.org/web/20191106201925/https://www.btrl.net/public-library-georgia-branch-mary-willis.php,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-706-678-7736,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,mailto:willism@btrl.net,https://web.archive.org/web/20191106201925/https://www.btrl.net/public-library-georgia-branch-mary-willis.php,2019-11-06,https://www.btrl.net/public-library-georgia-branch-mary-willis.php,https://web.archive.org/web/20191106201925/https://www.btrl.net/public-library-georgia-branch-mary-willis.php,2019-11-06,1888,https://web.archive.org/web/20191106201925/https://www.btrl.net/public-library-georgia-branch-mary-willis.php,2019-11-06,"","","",Bartram Trail Regional Library,https://web.archive.org/web/20191022185743/https://www.btrl.net/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
0225,Taliaferro County Library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"public library in Crawfordville, Georgia, USA",,library,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,"117 Askin Street, Crawfordville, GA 30671",https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Crawfordville,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,Taliaferro County,https://web.archive.org/web/20191106202501/https://www.btrl.net/public-library-georgia-branch-taliaferro.php,2019-11-06,Georgia,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,United States of America,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,+1-706-456-2531,https://web.archive.org/web/20191114183510/https://georgialibraries.org/allpubliclibraryfacilities/,2019-11-14,mailto:tcl@btrl.net,https://web.archive.org/web/20191106202501/https://www.btrl.net/public-library-georgia-branch-taliaferro.php,2019-11-06,https://www.btrl.net/public-library-georgia-branch-taliaferro.php,https://web.archive.org/web/20191106202501/https://www.btrl.net/public-library-georgia-branch-taliaferro.php,2019-11-06,1916,https://web.archive.org/web/20191106202501/https://www.btrl.net/public-library-georgia-branch-taliaferro.php,2019-11-06,"","","",Bartram Trail Regional Library,https://web.archive.org/web/20191022185743/https://www.btrl.net/,2019-10-22,,,,,,,,,,,,,"","",2019-12-05 JL
